id,id2,.metric,.estimator,.estimate,.config,model,alive_only,response,VNIR_only,normalization,derivative,imaging_date,dataset
Repeat2,Fold1,rmse,standard,15.290264049028936,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat2,Fold1,rsq,standard,0.021744647620266556,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat2,Fold2,rmse,standard,13.70501941905592,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat2,Fold2,rsq,standard,1.4239455840862986e-4,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat2,Fold3,rmse,standard,11.018444628844419,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat2,Fold3,rsq,standard,0.8049919997646314,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat2,Fold4,rmse,standard,19.26182089095687,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat2,Fold4,rsq,standard,0.6615629064135115,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat2,Fold5,rmse,standard,20.705941469802728,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat2,Fold5,rsq,standard,0.22608103811823788,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat3,Fold1,rmse,standard,10.950846062447203,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat3,Fold1,rsq,standard,0.041329420793033984,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat3,Fold2,rmse,standard,16.14026119426469,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat3,Fold2,rsq,standard,0.12840470831205708,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat3,Fold3,rmse,standard,19.215212384091963,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat3,Fold3,rsq,standard,0.6203892787437449,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat3,Fold4,rmse,standard,15.294404372638594,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat3,Fold4,rsq,standard,0.13395235475603057,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat3,Fold5,rmse,standard,28.719175877568453,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat3,Fold5,rsq,standard,0.041874198178057244,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold1,rmse,standard,21.758339870994785,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold1,rsq,standard,0.20020070886524696,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold2,rmse,standard,18.6411338153538,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold2,rsq,standard,0.24512980111649396,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold3,rmse,standard,17.90228414526918,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold3,rsq,standard,0.14557962466866017,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold4,rmse,standard,10.935571981823106,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold4,rsq,standard,0.5350674661153336,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold5,rmse,standard,12.199342585222645,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold5,rsq,standard,0.5830672343806403,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold1,rmse,standard,15.87029647115158,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold1,rsq,standard,0.6823069372332397,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold2,rmse,standard,17.25126582218723,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold2,rsq,standard,0.08430631114200897,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold3,rmse,standard,12.204037338758406,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold3,rsq,standard,0.5689348228993175,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold4,rmse,standard,15.937443383201682,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold4,rsq,standard,0.27865089650889124,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold5,rmse,standard,18.390871821944163,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold5,rsq,standard,0.26054686390944803,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold1,rmse,standard,10.50221166692334,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold1,rsq,standard,0.2972210536984361,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold2,rmse,standard,16.74614277449341,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold2,rsq,standard,0.4025181569077356,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold3,rmse,standard,18.49663961096555,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold3,rsq,standard,0.2488903464933824,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold4,rmse,standard,13.430104889356306,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold4,rsq,standard,0.732345948919889,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold5,rmse,standard,10.00098512334015,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold5,rsq,standard,0.9374835896994289,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat2,Fold1,rmse,standard,16.613859155261135,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat2,Fold1,rsq,standard,0.02271262583392878,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat2,Fold2,rmse,standard,18.280134571614788,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat2,Fold2,rsq,standard,4.233465532877369e-5,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat2,Fold3,rmse,standard,11.100831267562503,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat2,Fold3,rsq,standard,0.9434663310397194,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat2,Fold4,rmse,standard,15.264519036637825,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat2,Fold4,rsq,standard,0.6697157909206803,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat2,Fold5,rmse,standard,13.38808758878731,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat2,Fold5,rsq,standard,0.7289904796306362,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat3,Fold1,rmse,standard,7.838572944843606,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat3,Fold1,rsq,standard,0.24174727011243802,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat3,Fold2,rmse,standard,12.104645792964762,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat3,Fold2,rsq,standard,0.28411694263615334,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat3,Fold3,rmse,standard,17.357704662167187,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat3,Fold3,rsq,standard,0.8632259916022671,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat3,Fold4,rmse,standard,14.199369892557218,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat3,Fold4,rsq,standard,0.1992121173464822,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat3,Fold5,rmse,standard,21.015224264642633,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat3,Fold5,rsq,standard,0.3798128768538131,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold1,rmse,standard,15.315639789679317,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold1,rsq,standard,0.6687979529127034,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold2,rmse,standard,16.68924989656084,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold2,rsq,standard,0.4471750242361703,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold3,rmse,standard,10.257284753771582,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold3,rsq,standard,0.5557395453019538,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold4,rmse,standard,12.824139670733869,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold4,rsq,standard,0.30451277128948046,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold5,rmse,standard,11.66361419876033,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold5,rsq,standard,0.6721054458903086,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold1,rmse,standard,13.660842142533655,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold1,rsq,standard,0.7370107975023931,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold2,rmse,standard,14.066400957221948,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold2,rsq,standard,0.14730353427499016,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold3,rmse,standard,12.218084949866743,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold3,rsq,standard,0.6284877442856326,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold4,rmse,standard,11.900598352641806,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold4,rsq,standard,0.6730151731851325,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold5,rmse,standard,16.76728828753349,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold5,rsq,standard,0.4380164409389311,Preprocessor1_Model1,RF,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold1,rmse,standard,11.422854289688601,Preprocessor1_Model1,PLSR,TRUE,reflectance_smoothed,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold1,rsq,standard,0.17194980143775984,Preprocessor1_Model1,PLSR,TRUE,reflectance_smoothed,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold2,rmse,standard,11.48963629464741,Preprocessor1_Model1,PLSR,TRUE,reflectance_smoothed,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold2,rsq,standard,0.7539323203299033,Preprocessor1_Model1,PLSR,TRUE,reflectance_smoothed,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold3,rmse,standard,12.265034984891308,Preprocessor1_Model1,PLSR,TRUE,reflectance_smoothed,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold3,rsq,standard,0.6120137413209898,Preprocessor1_Model1,PLSR,TRUE,reflectance_smoothed,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold4,rmse,standard,13.885120030772288,Preprocessor1_Model1,PLSR,TRUE,reflectance_smoothed,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold4,rsq,standard,0.5238001552323241,Preprocessor1_Model1,PLSR,TRUE,reflectance_smoothed,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold5,rmse,standard,9.540095376679607,Preprocessor1_Model1,PLSR,TRUE,reflectance_smoothed,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold5,rsq,standard,0.8226728911625073,Preprocessor1_Model1,PLSR,TRUE,reflectance_smoothed,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat2,Fold1,rmse,standard,14.85103642297903,Preprocessor1_Model1,PLSR,TRUE,reflectance_smoothed,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat2,Fold1,rsq,standard,0.08053398398835962,Preprocessor1_Model1,PLSR,TRUE,reflectance_smoothed,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat2,Fold2,rmse,standard,7.488587012981152,Preprocessor1_Model1,PLSR,TRUE,reflectance_smoothed,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat2,Fold2,rsq,standard,0.39555559660252104,Preprocessor1_Model1,PLSR,TRUE,reflectance_smoothed,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat2,Fold3,rmse,standard,8.111797897523042,Preprocessor1_Model1,PLSR,TRUE,reflectance_smoothed,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat2,Fold3,rsq,standard,0.9018436590569959,Preprocessor1_Model1,PLSR,TRUE,reflectance_smoothed,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat2,Fold4,rmse,standard,15.10724215786872,Preprocessor1_Model1,PLSR,TRUE,reflectance_smoothed,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat2,Fold4,rsq,standard,0.46357019318128445,Preprocessor1_Model1,PLSR,TRUE,reflectance_smoothed,VNIR only,Pu,None,2021-06-15,Full spectrum
